registrationId,status,grade,RegistratedTo,RegistratedBy
R2730,not started,,I-4241,19980329-0155
R2731,not started,,I-4981,19980329-0155
R2732,completed,4,I-358,19980329-0155
R2733,not started,,I-1834,19980329-0155
R2734,withdrawn,,I-3923,19980329-0155
R2735,registered,,I-1740,19980329-0155
R2736,completed,4,I-3927,19980329-0155
R2737,withdrawn,,I-3930,19980329-0155
R2738,completed,3,I-3221,19980329-0155
R2739,not started,,I-5211,19980329-0155
R2740,registered,,I-4047,19980329-0155
R2741,registered,,I-3620,19980329-0155
R2742,completed,5,I-4057,19990116-0156
R2743,registered,,I-5319,19990116-0156
R2744,registered,,I-5320,19990116-0156
R2745,registered,,I-5322,19990116-0156
R2746,not started,,I-4478,19990116-0156
R2747,not started,,I-502,19990116-0156
R2748,withdrawn,,I-4267,19990116-0156
R2749,completed,4,I-2187,19990116-0156
R2750,registered,,I-5324,19990116-0156
R2751,completed,5,I-5436,19990116-0156
R2752,withdrawn,,I-3239,19990116-0156
R2753,withdrawn,,I-5438,19990116-0156
R2754,not started,,I-5439,19990116-0156
R2755,registered,,I-1532,19980709-0157
R2756,not started,,I-693,19980709-0157
R2757,registered,,I-3513,19980709-0157
R2758,registered,,I-581,19980709-0157
R2759,registered,,I-1642,19980709-0157
R2760,completed,3,I-1644,19980709-0157
R2761,withdrawn,,I-172,19980709-0157
R2762,completed,5,I-4684,19980709-0157
R2763,completed,5,I-567,19970510-0158
R2764,registered,,I-3294,19970510-0158
R2765,not started,,I-2254,19970510-0158
R2766,not started,,I-2255,19970510-0158
R2767,withdrawn,,I-2369,19970510-0158
R2768,completed,5,I-2370,19970510-0158
R2769,withdrawn,,I-2684,19970510-0158
R2770,withdrawn,,I-4548,19970510-0158
R2771,withdrawn,,I-2372,19970510-0158
R2772,registered,,I-2376,19970510-0158
R2773,completed,3,I-2375,19970510-0158
R2774,not started,,I-2788,19970510-0158
R2775,completed,4,I-2498,19951130-0159
R2776,not started,,I-3439,19951130-0159
R2777,withdrawn,,I-4053,19951130-0159
R2778,not started,,I-4689,19951130-0159
R2779,completed,5,I-3544,19951130-0159
R2780,withdrawn,,I-930,19951130-0159
R2781,not started,,I-1141,19951130-0159
R2782,completed,5,I-2614,19951130-0159
R2783,completed,5,I-5112,19960901-0160
R2784,completed,3,I-702,19960901-0160
R2785,registered,,I-701,19960901-0160
R2786,not started,,I-4893,19960901-0160
R2787,not started,,I-2925,19960901-0160
R2788,registered,,I-1340,19960901-0160
R2789,withdrawn,,I-4899,19960901-0160
R2790,registered,,I-4690,19960901-0160
R2791,not started,,I-4175,19960901-0160
R2792,completed,5,I-1660,19960901-0160
R2793,not started,,I-2512,19960901-0160
R2794,withdrawn,,I-504,19960901-0160
R2795,completed,5,I-1319,19960912-0161
R2796,not started,,I-1323,19960912-0161
R2797,withdrawn,,I-4348,19960912-0161
R2798,completed,4,I-1322,19960912-0161
R2799,withdrawn,,I-1222,19960912-0161
R2800,not started,,I-4780,19960912-0161
R2801,withdrawn,,I-1324,19960912-0161
R2802,not started,,I-1328,19960912-0161
R2803,registered,,I-1327,19960912-0161
R2804,not started,,I-1440,19960912-0161
R2805,not started,,I-1441,19960912-0161
R2806,registered,,I-1442,19960912-0161
R2807,registered,,I-2290,19960912-0161
R2808,not started,,I-2828,19971106-0162
R2809,not started,,I-3747,19971106-0162
R2810,registered,,I-2095,19971106-0162
R2811,registered,,I-2935,19971106-0162
R2812,registered,,I-3042,19971106-0162
R2813,completed,4,I-1159,19971106-0162
R2814,withdrawn,,I-3050,19971106-0162
R2815,completed,3,I-736,19971106-0162
R2816,withdrawn,,I-3048,19971106-0162
R2817,not started,,I-4074,19971106-0162
R2818,completed,4,I-3043,19971106-0162
R2819,not started,,I-3045,19971106-0162
R2820,withdrawn,,I-1528,19990518-0163
R2821,withdrawn,,I-4135,19990518-0163
R2822,not started,,I-4142,19990518-0163
R2823,withdrawn,,I-4140,19990518-0163
R2824,completed,5,I-3614,19990518-0163
R2825,withdrawn,,I-1007,19990518-0163
R2826,not started,,I-5413,19990518-0163
R2827,not started,,I-1961,19990518-0163
R2828,withdrawn,,I-2458,19960523-0164
R2829,withdrawn,,I-2667,19960523-0164
R2830,registered,,I-3392,19960523-0164
R2831,not started,,I-2459,19960523-0164
R2832,completed,5,I-52,19960523-0164
R2833,registered,,I-2574,19960523-0164
R2834,withdrawn,,I-1216,19960523-0164
R2835,not started,,I-2576,19960523-0164
R2836,withdrawn,,I-718,19980712-0165
R2837,completed,5,I-5128,19980712-0165
R2838,registered,,I-723,19980712-0165
R2839,not started,,I-721,19980712-0165
R2840,not started,,I-1874,19980712-0165
R2841,registered,,I-1466,19980712-0165
R2842,completed,3,I-3963,19980712-0165
R2843,completed,3,I-725,19980712-0165
R2844,completed,4,I-3448,19980712-0165
R2845,not started,,I-727,19980712-0165
R2846,withdrawn,,I-836,19980712-0165
R2847,registered,,I-1255,19980712-0165
R2848,withdrawn,,I-3043,19980712-0165
R2849,completed,3,I-1888,19980712-0165
R2850,registered,,I-3980,19980712-0165
R2851,not started,,I-3769,19980712-0165
R2852,registered,,I-4828,19980712-0165
R2853,completed,4,I-949,19980712-0165
R2854,withdrawn,,I-2323,19980712-0165
R2855,registered,,I-5463,19980712-0165
R2856,registered,,I-2845,19980712-0165
R2857,completed,5,I-214,19980712-0165
R2858,withdrawn,,I-1962,19970524-0166
R2859,withdrawn,,I-492,19970524-0166
R2860,withdrawn,,I-3827,19970524-0166
R2861,not started,,I-488,19970524-0166
R2862,registered,,I-5426,19970524-0166
R2863,completed,5,I-1969,19970524-0166
R2864,completed,5,I-1128,19970524-0166
R2865,not started,,I-4256,19970524-0166
R2866,completed,4,I-2080,19970524-0166
R2867,completed,3,I-4374,19970524-0166
R2868,withdrawn,,I-3027,19970524-0166
R2869,registered,,I-2083,19970524-0166
R2870,not started,,I-3956,19970524-0166
R2871,registered,,I-2195,19970524-0166
R2872,not started,,I-3957,19970524-0166
R2873,registered,,I-3441,19970524-0166
R2874,withdrawn,,I-1981,19990307-0167
R2875,completed,5,I-1036,19990307-0167
R2876,withdrawn,,I-3544,19990307-0167
R2877,completed,3,I-832,19990307-0167
R2878,withdrawn,,I-3540,19990307-0167
R2879,not started,,I-2511,19990307-0167
R2880,registered,,I-2303,19990307-0167
R2881,registered,,I-4064,19990307-0167
R2882,completed,5,I-1988,19990307-0167
R2883,completed,5,I-3855,19990307-0167
R2884,withdrawn,,I-407,19990307-0167
R2885,completed,5,I-2100,19990307-0167
R2886,completed,3,I-4386,19990307-0167
R2887,withdrawn,,I-3861,19990307-0167
R2888,completed,3,I-5460,19990307-0167
R2889,registered,,I-3466,19990307-0167
R2890,withdrawn,,I-5141,19990307-0167
R2891,completed,3,I-743,19990307-0167
R2892,not started,,I-993,19960221-0168
R2893,withdrawn,,I-4245,19960221-0168
R2894,registered,,I-3608,19960221-0168
R2895,withdrawn,,I-464,19960221-0168
R2896,not started,,I-3923,19960221-0168
R2897,withdrawn,,I-3927,19960221-0168
R2898,not started,,I-3925,19960221-0168
R2899,not started,,I-2278,19960221-0168
R2900,completed,3,I-3924,19960221-0168
R2901,completed,4,I-3928,19960221-0168
R2902,registered,,I-3931,19960221-0168
R2903,registered,,I-3932,19960221-0168
R2904,withdrawn,,I-3929,19960221-0168
R2905,not started,,I-4043,19960221-0168
R2906,not started,,I-1858,19960221-0168
R2907,completed,5,I-4793,19960221-0168
R2908,completed,3,I-4050,19960221-0168
R2909,registered,,I-720,19970404-0169
R2910,registered,,I-1352,19970404-0169
R2911,not started,,I-4172,19970404-0169
R2912,completed,3,I-1354,19970404-0169
R2913,completed,5,I-616,19970404-0169
R2914,not started,,I-1356,19970404-0169
R2915,not started,,I-1359,19970404-0169
R2916,withdrawn,,I-1357,19970404-0169
R2917,completed,5,I-1471,19970404-0169
R2918,registered,,I-3449,19970404-0169
R2919,completed,3,I-5130,19970404-0169
R2920,completed,4,I-1474,19970404-0169
R2921,withdrawn,,I-1207,19970318-0170
R2922,not started,,I-144,19970318-0170
R2923,completed,4,I-1720,19970318-0170
R2924,completed,3,I-3702,19970318-0170
R2925,registered,,I-1826,19970318-0170
R2926,withdrawn,,I-3808,19970318-0170
R2927,not started,,I-986,19970318-0170
R2928,completed,3,I-3189,19970318-0170
R2929,not started,,I-1722,19970318-0170
R2930,not started,,I-1830,19970318-0170
R2931,withdrawn,,I-3608,19970318-0170
R2932,withdrawn,,I-1835,19970318-0170
R2933,registered,,I-1840,19970318-0170
R2934,registered,,I-3400,19950925-0171
R2935,completed,3,I-3401,19950925-0171
R2936,completed,5,I-3402,19950925-0171
R2937,not started,,I-5299,19950925-0171
R2938,withdrawn,,I-3511,19950925-0171
R2939,withdrawn,,I-3416,19950925-0171
R2940,not started,,I-3414,19950925-0171
R2941,completed,4,I-1006,19950925-0171
R2942,not started,,I-1118,19950427-0172
R2943,completed,5,I-4984,19950427-0172
R2944,registered,,I-5096,19950427-0172
R2945,completed,4,I-3932,19950427-0172
R2946,withdrawn,,I-5103,19950427-0172
R2947,completed,5,I-3122,19950427-0172
R2948,withdrawn,,I-5105,19950427-0172
R2949,completed,5,I-3622,19950427-0172
R2950,registered,,I-5417,19950427-0172
R2951,withdrawn,,I-1137,19950427-0172
R2952,withdrawn,,I-5217,19950427-0172
R2953,withdrawn,,I-5218,19950427-0172
R2954,registered,,I-5219,19950427-0172
R2955,registered,,I-1017,19970118-0173
R2956,withdrawn,,I-816,19970118-0173
R2957,registered,,I-1343,19970118-0173
R2958,completed,3,I-3226,19970118-0173
R2959,completed,4,I-1341,19970118-0173
R2960,not started,,I-4266,19970118-0173
R2961,registered,,I-2603,19970118-0173
R2962,withdrawn,,I-4587,19970118-0173
R2963,not started,,I-4905,19970118-0173
R2964,withdrawn,,I-1345,19970118-0173
R2965,completed,5,I-4811,19970118-0173
R2966,not started,,I-1464,19970118-0173
R2967,not started,,I-5126,19970118-0173
R2968,registered,,I-1351,19970118-0173
R2969,withdrawn,,I-4658,19990708-0174
R2970,completed,3,I-257,19990708-0174
R2971,withdrawn,,I-4660,19990708-0174
R2972,withdrawn,,I-4661,19990708-0174
R2973,withdrawn,,I-4983,19990708-0174
R2974,not started,,I-4775,19990708-0174
R2975,registered,,I-4777,19990708-0174
R2976,registered,,I-4776,19990708-0174
R2977,not started,,I-2272,19990708-0174
R2978,not started,,I-4783,19990708-0174
R2979,completed,5,I-4781,19990708-0174
R2980,withdrawn,,I-3305,19990708-0174
R2981,registered,,I-4675,19990708-0174
R2982,completed,5,I-4782,19990708-0174
R2983,not started,,I-4885,19990708-0174
R2984,withdrawn,,I-4889,19990708-0174
R2985,registered,,I-4472,19990708-0174
R2986,withdrawn,,I-4888,19990708-0174
R2987,withdrawn,,I-3424,19990708-0174
R2988,completed,4,I-4891,19990708-0174
R2989,registered,,I-4893,19990708-0174
R2990,not started,,I-4890,19990708-0174
R2991,completed,4,I-4895,19990708-0174
R2992,registered,,I-4894,19990708-0174
R2993,registered,,I-4060,19960216-0175
R2994,registered,,I-1759,19960216-0175
R2995,completed,4,I-1760,19960216-0175
R2996,not started,,I-1764,19960216-0175
R2997,withdrawn,,I-4906,19960216-0175
R2998,withdrawn,,I-3447,19960216-0175
R2999,not started,,I-1663,19960216-0175
R3000,not started,,I-1874,19960216-0175
R3001,not started,,I-1873,19960216-0175
R3002,completed,3,I-1871,19960216-0175
R3003,registered,,I-1876,19960216-0175
R3004,not started,,I-1877,19960216-0175
R3005,registered,,I-1878,19960216-0175
R3006,registered,,I-3422,19950913-0176
R3007,registered,,I-3423,19950913-0176
R3008,withdrawn,,I-1232,19950913-0176
R3009,registered,,I-2703,19950913-0176
R3010,withdrawn,,I-3527,19950913-0176
R3011,withdrawn,,I-3529,19950913-0176
R3012,completed,5,I-76,19950913-0176
R3013,not started,,I-3528,19950913-0176
R3014,not started,,I-395,19970822-0177
R3015,withdrawn,,I-396,19970822-0177
R3016,completed,5,I-398,19970822-0177
R3017,completed,4,I-399,19970822-0177
R3018,registered,,I-4390,19970822-0177
R3019,withdrawn,,I-4072,19970822-0177
R3020,withdrawn,,I-1150,19970822-0177
R3021,completed,5,I-516,19970822-0177
R3022,completed,4,I-630,19970822-0177
R3023,registered,,I-631,19970822-0177
R3024,not started,,I-5464,19970822-0177
R3025,withdrawn,,I-634,19970822-0177
R3026,completed,3,I-632,19970822-0177
R3027,withdrawn,,I-849,19970822-0177
R3028,completed,4,I-418,19970822-0177
R3029,completed,5,I-635,19970822-0177
R3030,registered,,I-1163,19970822-0177
R3031,not started,,I-5328,19960224-0178
R3032,withdrawn,,I-2829,19960224-0178
R3033,registered,,I-3238,19960224-0178
R3034,withdrawn,,I-5331,19960224-0178
R3035,withdrawn,,I-3972,19960224-0178
R3036,registered,,I-3660,19960224-0178
R3037,withdrawn,,I-5448,19960224-0178
R3038,withdrawn,,I-4705,19960224-0178
R3039,not started,,I-3592,19950831-0179
R3040,completed,4,I-4236,19950831-0179
R3041,not started,,I-3594,19950831-0179
R3042,registered,,I-3593,19950831-0179
R3043,completed,3,I-5295,19950831-0179
R3044,not started,,I-152,19950831-0179
R3045,not started,,I-1430,19950831-0179
R3046,registered,,I-3714,19950831-0179
R3047,registered,,I-1034,19961009-0180
R3048,completed,5,I-4378,19961009-0180
R3049,not started,,I-4383,19961009-0180
R3050,completed,4,I-4380,19961009-0180
R3051,not started,,I-2620,19961009-0180
R3052,completed,3,I-2621,19961009-0180
R3053,completed,3,I-4493,19961009-0180
R3054,completed,3,I-4497,19961009-0180
R3055,not started,,I-209,19961009-0180
R3056,not started,,I-208,19961009-0180
R3057,registered,,I-2218,19961009-0180
R3058,registered,,I-4833,19961009-0180
R3059,withdrawn,,I-4965,19950912-0181
R3060,completed,5,I-4966,19950912-0181
R3061,completed,5,I-4968,19950912-0181
R3062,completed,3,I-4967,19950912-0181
R3063,not started,,I-5080,19950912-0181
R3064,registered,,I-5081,19950912-0181
R3065,not started,,I-261,19950912-0181
R3066,not started,,I-5195,19950912-0181
R3067,not started,,I-5084,19950912-0181
R3068,registered,,I-5090,19950912-0181
R3069,not started,,I-576,19950912-0181
R3070,not started,,I-5089,19950912-0181
R3071,completed,3,I-5087,19950912-0181
R3072,completed,3,I-5091,19950912-0181
R3073,withdrawn,,I-1956,19950912-0181
R3074,completed,3,I-5200,19950912-0181
R3075,registered,,I-2797,19950912-0181
R3076,not started,,I-5202,19950912-0181
R3077,withdrawn,,I-2718,19980926-0182
R3078,not started,,I-2826,19980926-0182
R3079,completed,4,I-1467,19980926-0182
R3080,not started,,I-4924,19980926-0182
R3081,completed,3,I-2831,19980926-0182
R3082,not started,,I-621,19980926-0182
R3083,registered,,I-1151,19980926-0182
R3084,withdrawn,,I-5240,19980926-0182
R3085,registered,,I-4704,19980926-0182
R3086,not started,,I-1670,19980926-0182
R3087,completed,5,I-2415,19980926-0182
R3088,completed,5,I-2833,19980926-0182
R3089,completed,4,I-2839,19980926-0182
R3090,completed,4,I-2923,19950707-0183
R3091,not started,,I-2817,19950707-0183
R3092,not started,,I-2925,19950707-0183
R3093,withdrawn,,I-3529,19950707-0183
R3094,completed,3,I-1773,19950707-0183
R3095,not started,,I-3033,19950707-0183
R3096,withdrawn,,I-4912,19950707-0183
R3097,not started,,I-3038,19950707-0183
R3098,not started,,I-4891,19980628-0184
R3099,completed,3,I-705,19980628-0184
R3100,not started,,I-3426,19980628-0184
R3101,registered,,I-2702,19980628-0184
R3102,withdrawn,,I-2812,19980628-0184
R3103,completed,4,I-3123,19980628-0184
R3104,not started,,I-3842,19980628-0184
R3105,registered,,I-2814,19980628-0184
R3106,withdrawn,,I-3292,19950212-0185
R3107,not started,,I-143,19950212-0185
R3108,withdrawn,,I-2362,19950212-0185
R3109,not started,,I-2891,19950212-0185
R3110,not started,,I-2996,19950212-0185
R3111,not started,,I-2165,19950212-0185
R3112,registered,,I-2901,19950212-0185
R3113,completed,4,I-2999,19950212-0185
R3114,not started,,I-3097,19950212-0185
R3115,withdrawn,,I-3001,19950212-0185
R3116,withdrawn,,I-4556,19950212-0185
R3117,withdrawn,,I-2376,19950212-0185
R3118,withdrawn,,I-4344,19970907-0186
R3119,withdrawn,,I-2795,19970907-0186
R3120,completed,3,I-4037,19970907-0186
R3121,not started,,I-2064,19970907-0186
R3122,registered,,I-4466,19970907-0186
R3123,not started,,I-4467,19970907-0186
R3124,not started,,I-379,19970907-0186
R3125,registered,,I-4475,19970907-0186
R3126,completed,5,I-4268,19970907-0186
R3127,not started,,I-4579,19970907-0186
R3128,withdrawn,,I-4582,19970907-0186
R3129,withdrawn,,I-1136,19970907-0186
R3130,registered,,I-924,19970907-0186
R3131,registered,,I-4371,19970907-0186
R3132,withdrawn,,I-4587,19970907-0186
R3133,registered,,I-4586,19970907-0186
R3134,not started,,I-4588,19970907-0186
R3135,not started,,I-2996,19980219-0187
R3136,registered,,I-1312,19980219-0187
R3137,withdrawn,,I-1310,19980219-0187
R3138,registered,,I-4772,19980219-0187
R3139,completed,5,I-1432,19980219-0187
R3140,not started,,I-1433,19980219-0187
R3141,withdrawn,,I-1434,19980219-0187
R3142,registered,,I-2275,19980219-0187
R3143,completed,4,I-2926,19970601-0188
R3144,withdrawn,,I-2713,19970601-0188
R3145,completed,5,I-2714,19970601-0188
R3146,withdrawn,,I-2717,19970601-0188
R3147,not started,,I-2822,19970601-0188
R3148,registered,,I-2823,19970601-0188
R3149,registered,,I-2824,19970601-0188
R3150,completed,4,I-1984,19970601-0188
R3151,withdrawn,,I-1001,19980928-0189
R3152,registered,,I-900,19980928-0189
R3153,completed,4,I-367,19980928-0189
R3154,not started,,I-1113,19980928-0189
R3155,not started,,I-1122,19980928-0189
R3156,withdrawn,,I-1124,19980928-0189
R3157,withdrawn,,I-706,19980928-0189
R3158,registered,,I-811,19980928-0189
R3159,registered,,I-64,19980928-0189
R3160,not started,,I-1442,19980928-0189
R3161,completed,3,I-1126,19980928-0189
R3162,not started,,I-1746,19980928-0189
R3163,not started,,I-4568,19980928-0189
R3164,not started,,I-1235,19980928-0189
R3165,registered,,I-1238,19980928-0189
R3166,completed,5,I-1237,19980928-0189
R3167,withdrawn,,I-1241,19980928-0189
R3168,registered,,I-4686,19980617-0190
R3169,not started,,I-4479,19980617-0190
R3170,completed,3,I-390,19980617-0190
R3171,withdrawn,,I-817,19980617-0190
R3172,registered,,I-4808,19980617-0190
R3173,registered,,I-4810,19980617-0190
R3174,completed,3,I-5124,19980617-0190
R3175,withdrawn,,I-4813,19980617-0190
R3176,registered,,I-1475,19980617-0190
R3177,withdrawn,,I-4919,19980617-0190
R3178,registered,,I-4920,19980617-0190
R3179,withdrawn,,I-1678,19980617-0190
R3180,completed,3,I-2675,19990709-0191
R3181,not started,,I-4454,19990709-0191
R3182,completed,3,I-1626,19990709-0191
R3183,withdrawn,,I-4134,19990709-0191
R3184,registered,,I-2794,19990709-0191
R3185,registered,,I-4346,19990709-0191
R3186,completed,4,I-2800,19990709-0191
R3187,not started,,I-4351,19990709-0191
R3188,completed,3,I-5312,19990624-0192
R3189,registered,,I-3423,19990624-0192
R3190,not started,,I-1232,19990624-0192
R3191,not started,,I-1335,19990624-0192
R3192,completed,4,I-3527,19990624-0192
R3193,not started,,I-3528,19990624-0192
R3194,completed,3,I-76,19990624-0192
R3195,not started,,I-2927,19990624-0192
R3196,not started,,I-5389,19951001-0193
R3197,completed,4,I-984,19951001-0193
R3198,not started,,I-987,19951001-0193
R3199,not started,,I-986,19951001-0193
R3200,registered,,I-34,19951001-0193
R3201,registered,,I-990,19951001-0193
R3202,completed,4,I-1515,19951001-0193
R3203,not started,,I-1618,19951001-0193
R3204,withdrawn,,I-1102,19951001-0193
R3205,not started,,I-1104,19951001-0193
R3206,registered,,I-2158,19951001-0193
R3207,completed,4,I-1638,19951001-0193
R3208,completed,4,I-1218,19951001-0193
R3209,not started,,I-2482,19951001-0193
R3210,withdrawn,,I-1227,19951001-0193
R3211,completed,4,I-3936,19980906-0194
R3212,not started,,I-1751,19980906-0194
R3213,not started,,I-811,19980906-0194
R3214,completed,4,I-2703,19980906-0194
R3215,not started,,I-2190,19980906-0194
R3216,registered,,I-2813,19980906-0194
R3217,not started,,I-2084,19980906-0194
R3218,not started,,I-2295,19980906-0194
R3219,withdrawn,,I-1956,19980824-0195
R3220,withdrawn,,I-364,19980824-0195
R3221,withdrawn,,I-365,19980824-0195
R3222,not started,,I-4462,19980824-0195
R3223,registered,,I-366,19980824-0195
R3224,completed,4,I-372,19980824-0195
R3225,not started,,I-590,19980824-0195
R3226,withdrawn,,I-5497,19980824-0195
R3227,withdrawn,,I-2063,19980824-0195
R3228,completed,4,I-5520,19980824-0195
R3229,completed,5,I-369,19980824-0195
R3230,completed,4,I-5475,19980824-0195
R3231,registered,,I-2591,19980824-0195
R3232,completed,5,I-482,19980824-0195
R3233,completed,3,I-4466,19980824-0195
R3234,completed,5,I-487,19980824-0195
R3235,completed,4,I-602,19980824-0195
R3236,completed,4,I-605,19980824-0195
R3237,not started,,I-604,19980824-0195
R3238,not started,,I-4692,19980824-0195
R3239,withdrawn,,I-2168,19970416-0196
R3240,registered,,I-805,19970416-0196
R3241,withdrawn,,I-1435,19970416-0196
R3242,withdrawn,,I-4035,19970416-0196
R3243,not started,,I-2277,19970416-0196
R3244,registered,,I-2276,19970416-0196
R3245,completed,5,I-2282,19970416-0196
R3246,withdrawn,,I-1007,19970416-0196
R3247,not started,,I-3308,19970416-0196
R3248,not started,,I-1536,19970416-0196
R3249,not started,,I-4257,19970416-0196
R3250,withdrawn,,I-2389,19970416-0196
R3251,registered,,I-1756,19970416-0196
R3252,completed,5,I-2392,19970416-0196
R3253,withdrawn,,I-1561,19970121-0197
R3254,withdrawn,,I-3645,19970121-0197
R3255,completed,3,I-1570,19970121-0197
R3256,completed,5,I-2718,19970121-0197
R3257,not started,,I-1669,19970121-0197
R3258,registered,,I-5343,19970121-0197
R3259,withdrawn,,I-102,19970121-0197
R3260,not started,,I-4823,19970121-0197
R3261,not started,,I-2912,19981018-0198
R3262,withdrawn,,I-2916,19981018-0198
R3263,withdrawn,,I-2917,19981018-0198
R3264,withdrawn,,I-3621,19981018-0198
R3265,registered,,I-3023,19981018-0198
R3266,completed,3,I-4904,19981018-0198
R3267,registered,,I-3026,19981018-0198
R3268,not started,,I-3738,19981018-0198
R3269,withdrawn,,I-5297,19990323-0199
R3270,not started,,I-686,19990323-0199
R3271,registered,,I-687,19990323-0199
R3272,withdrawn,,I-691,19990323-0199
R3273,withdrawn,,I-796,19990323-0199
R3274,registered,,I-798,19990323-0199
R3275,withdrawn,,I-1226,19990323-0199
R3276,withdrawn,,I-806,19990323-0199
R3277,withdrawn,,I-2594,19990323-0199
R3278,not started,,I-906,19990323-0199
R3279,withdrawn,,I-1852,19990323-0199
R3280,registered,,I-4889,19990323-0199
R3281,registered,,I-3131,19930508-0061
R3282,completed,3,I-1879,19930508-0061
R3283,not started,,I-2508,19930508-0061
R3284,registered,,I-3135,19930508-0061
R3285,withdrawn,,I-3133,19930508-0061
R3286,not started,,I-3040,19930508-0061
R3287,withdrawn,,I-3140,19930508-0061
R3288,not started,,I-3643,19930508-0061
R3289,withdrawn,,I-1465,19930508-0061
R3290,registered,,I-3240,19930508-0061
R3291,not started,,I-3241,19930508-0061
R3292,registered,,I-3242,19930508-0061
R3293,completed,4,I-5346,19930508-0061
R3294,not started,,I-3150,19930508-0061
R3295,completed,3,I-3764,19930508-0061
R3296,completed,3,I-3359,19930508-0061
R3297,withdrawn,,I-2628,19930508-0061
R3298,withdrawn,,I-5347,19930508-0061
R3299,not started,,I-1581,19930508-0061
R3300,not started,,I-5462,19930508-0061
R3301,completed,3,I-347,19931118-0062
R3302,registered,,I-1413,19931118-0062
R3303,withdrawn,,I-679,19931118-0062
R3304,withdrawn,,I-3803,19931118-0062
R3305,not started,,I-2044,19931118-0062
R3306,completed,3,I-683,19931118-0062
R3307,registered,,I-682,19931118-0062
R3308,completed,4,I-4126,19931118-0062
R3309,registered,,I-777,19931118-0062
R3310,withdrawn,,I-788,19931118-0062
R3311,registered,,I-791,19931118-0062
R3312,withdrawn,,I-570,19931118-0062
R3313,withdrawn,,I-790,19931118-0062
R3314,withdrawn,,I-898,19931118-0062
R3315,completed,3,I-1002,19931118-0062
R3316,not started,,I-904,19931118-0062
R3317,withdrawn,,I-165,19931118-0062
R3318,completed,3,I-4057,19900520-0063
R3319,completed,4,I-5319,19900520-0063
R3320,not started,,I-5320,19900520-0063
R3321,not started,,I-75,19900520-0063
R3322,withdrawn,,I-5321,19900520-0063
R3323,not started,,I-5324,19900520-0063
R3324,completed,3,I-4267,19900520-0063
R3325,completed,5,I-5323,19900520-0063
R3326,completed,4,I-3631,19900520-0063
R3327,withdrawn,,I-4071,19900520-0063
R3328,completed,4,I-5437,19900520-0063
R3329,completed,3,I-193,19900520-0063
R3330,not started,,I-5439,19900520-0063
R3331,registered,,I-4437,19900124-0064
R3332,not started,,I-344,19900124-0064
R3333,registered,,I-2361,19900124-0064
R3334,not started,,I-348,19900124-0064
R3335,registered,,I-349,19900124-0064
R3336,completed,3,I-346,19900124-0064
R3337,not started,,I-140,19900124-0064
R3338,not started,,I-351,19900124-0064
R3339,registered,,I-3802,19900124-0064
R3340,withdrawn,,I-681,19900124-0064
R3341,withdrawn,,I-148,19900124-0064
R3342,withdrawn,,I-461,19900124-0064
R3343,not started,,I-255,19900124-0064
R3344,not started,,I-463,19900124-0064
R3345,completed,4,I-1727,19900124-0064
R3346,completed,4,I-462,19900124-0064
R3347,completed,4,I-5474,19900124-0064
R3348,not started,,I-5518,19900124-0064
R3349,completed,3,I-466,19900124-0064
R3350,registered,,I-1310,19900124-0064
R3351,registered,,I-471,19900124-0064
R3352,withdrawn,,I-1426,19900124-0064
R3353,registered,,I-5495,19900124-0064
R3354,registered,,I-1540,19900124-0064
R3355,not started,,I-582,19900124-0064
R3356,completed,3,I-5307,19900124-0064
R3357,withdrawn,,I-583,19900124-0064
R3358,registered,,I-1514,19920122-0065
R3359,withdrawn,,I-5291,19920122-0065
R3360,completed,4,I-3498,19920122-0065
R3361,withdrawn,,I-1517,19920122-0065
R3362,completed,4,I-3608,19920122-0065
R3363,registered,,I-3100,19920122-0065
R3364,withdrawn,,I-1627,19920122-0065
R3365,withdrawn,,I-1630,19920122-0065
R3366,registered,,I-2462,19931203-0066
R3367,registered,,I-4128,19931203-0066
R3368,not started,,I-1200,19931203-0066
R3369,completed,3,I-881,19931203-0066
R3370,completed,3,I-3707,19931203-0066
R3371,registered,,I-4333,19931203-0066
R3372,registered,,I-4242,19931203-0066
R3373,completed,4,I-3714,19931203-0066
R3374,registered,,I-1981,19910421-0067
R3375,completed,4,I-4277,19910421-0067
R3376,withdrawn,,I-1036,19910421-0067
R3377,registered,,I-3540,19910421-0067
R3378,registered,,I-5237,19910421-0067
R3379,not started,,I-4386,19910421-0067
R3380,completed,4,I-2099,19910421-0067
R3381,withdrawn,,I-2100,19910421-0067
R3382,withdrawn,,I-5460,19910421-0067
R3383,withdrawn,,I-2214,19910421-0067
R3384,completed,5,I-2216,19910421-0067
R3385,not started,,I-5461,19910421-0067
R3386,not started,,I-2217,19910421-0067
R3387,completed,3,I-2220,19910421-0067
R3388,completed,4,I-743,19910421-0067
R3389,registered,,I-2219,19910421-0067
R3390,withdrawn,,I-362,19910514-0068
R3391,registered,,I-3003,19910514-0068
R3392,completed,5,I-5296,19910514-0068
R3393,not started,,I-3707,19910514-0068
R3394,registered,,I-5294,19910514-0068
R3395,registered,,I-3405,19910514-0068
R3396,registered,,I-5298,19910514-0068
R3397,withdrawn,,I-5297,19910514-0068
R3398,registered,,I-5408,19910514-0068
R3399,withdrawn,,I-1224,19910514-0068
R3400,withdrawn,,I-5411,19910514-0068
