InstanceId,studyPeriod,academicYear,planningNumStudents,seniorHours,assistantHours,Contains,ExaminedBy
I-497,2,2020-2021,20,240,240,1285,19600529-0021
I-498,3,2020-2021,60,280,240,1264,19630126-0001
I-499,3,2020-2021,20,240,360,1217,19560812-0016
I-500,4,2020-2021,40,280,200,1199,19561222-0030
I-501,3,2020-2021,20,240,280,1167,19561222-0030
I-502,4,2020-2021,40,240,280,1057,19630126-0001
I-503,1,2021-2022,40,260,420,1210,19570615-0011
I-504,2,2021-2022,60,240,200,1296,19610620-0006
I-505,1,2021-2022,40,280,420,1282,19610918-0027
I-506,2,2021-2022,50,280,280,1175,19660630-0020
I-507,1,2021-2022,60,260,280,1118,19690513-0015
I-508,3,2021-2022,20,240,280,1278,19601021-0018
I-509,2,2021-2022,50,260,420,1133,19620831-0024
I-510,3,2021-2022,40,240,200,1098,19650303-0019
I-511,4,2021-2022,50,280,300,1081,19561222-0030
I-512,3,2021-2022,60,240,300,1057,19600814-0002
I-513,2,2022-2023,60,260,420,1242,19680712-0028
I-514,1,2022-2023,50,280,200,1167,19690408-0009
I-515,3,2022-2023,40,280,200,1202,19640220-0029
I-516,1,2022-2023,20,260,240,1148,19680712-0028
I-517,2,2022-2023,40,280,200,1239,19680712-0028
I-518,3,2022-2023,40,280,240,1122,19570826-0012
I-519,4,2022-2023,50,260,300,1060,19610623-0005
I-520,1,2022-2023,60,240,280,1022,19620424-0026
I-521,4,2022-2023,50,280,300,1020,19690917-0022
I-522,4,2023-2024,60,240,200,1222,19600529-0021
I-523,3,2023-2024,60,280,420,1251,19570828-0008
I-524,2,2023-2024,20,260,420,1191,19680712-0028
I-525,1,2023-2024,50,240,280,1022,19640220-0029
I-526,4,2023-2024,20,240,200,1188,19580218-0007
I-527,1,2023-2024,50,280,280,1155,19640220-0029
I-528,3,2023-2024,20,260,240,1048,19560812-0016
I-529,1,2023-2024,40,280,420,1004,19560612-0010
I-530,1,2013-2014,20,260,300,1203,19620424-0026
I-531,1,2013-2014,60,260,420,1174,19590129-0004
I-532,3,2013-2014,50,260,360,1268,19560612-0010
I-533,2,2013-2014,60,260,420,1176,19690513-0015
I-534,4,2013-2014,50,260,240,1046,19560705-0025
I-535,4,2013-2014,60,280,300,1291,19680712-0028
I-536,3,2013-2014,20,260,300,1081,19690408-0009
I-537,1,2013-2014,60,240,300,1060,19690917-0022
I-538,3,2013-2014,60,280,300,1042,19611219-0014
I-539,2,2014-2015,50,260,360,1164,19690408-0009
I-540,1,2014-2015,20,260,420,1234,19600814-0002
I-541,3,2014-2015,20,260,300,1112,19610918-0027
I-542,4,2014-2015,60,280,280,1045,19590129-0004
I-543,2,2014-2015,60,240,420,1272,19580218-0007
I-544,2,2014-2015,50,240,300,1206,19690917-0022
I-545,1,2014-2015,40,280,420,1152,19600814-0002
I-546,2,2014-2015,50,240,240,1090,19560705-0025
I-547,2,2014-2015,60,240,240,1014,19560612-0010
I-548,3,2015-2016,40,260,420,1263,19640414-0013
I-549,2,2015-2016,50,280,280,1037,19560812-0016
I-550,4,2015-2016,40,260,200,1081,19610623-0005
I-551,2,2015-2016,20,280,200,1080,19610620-0006
I-552,1,2015-2016,60,260,360,1067,19601021-0018
I-553,1,2015-2016,50,260,300,1012,19570828-0008
I-554,1,2015-2016,20,280,280,1191,19600814-0002
I-555,4,2015-2016,40,260,240,1103,19600814-0002
I-556,4,2015-2016,40,280,280,1055,19601021-0018
I-557,1,2015-2016,50,260,360,1051,19600905-0003
I-558,1,2015-2016,40,260,300,1044,19650303-0019
I-559,2,2016-2017,40,280,420,1243,19560612-0010
I-560,1,2016-2017,60,260,240,1273,19620522-0023
I-561,4,2016-2017,60,240,280,1211,19640414-0013
I-562,4,2016-2017,50,260,280,1172,19610623-0005
I-563,2,2016-2017,20,260,200,1134,19690408-0009
I-564,2,2016-2017,40,240,300,1281,19620424-0026
I-565,3,2016-2017,40,280,300,1269,19690408-0009
I-566,1,2016-2017,40,280,300,1173,19690513-0015
I-567,4,2016-2017,20,280,420,1168,19600905-0003
I-568,2,2016-2017,20,280,360,1152,19620831-0024
I-569,3,2016-2017,20,240,280,1078,19560705-0025
I-570,2,2017-2018,60,260,420,1239,19580515-0017
I-571,2,2017-2018,50,260,240,1228,19570826-0012
I-572,2,2017-2018,20,280,300,1184,19600905-0003
I-573,3,2017-2018,20,280,200,1130,19620522-0023
I-574,1,2017-2018,20,280,240,1112,19620424-0026
I-575,2,2017-2018,20,280,280,1028,19660630-0020
I-576,3,2017-2018,40,240,360,1280,19650303-0019
I-577,1,2017-2018,20,240,280,1260,19560705-0025
I-578,2,2017-2018,50,240,300,1234,19610620-0006
I-579,2,2017-2018,20,280,300,1172,19560705-0025
I-580,1,2017-2018,60,240,300,1024,19611219-0014
I-581,2,2018-2019,20,260,200,1136,19630126-0001
I-582,3,2018-2019,50,260,280,1127,19620522-0023
I-583,4,2018-2019,60,280,300,1230,19601021-0018
I-584,4,2018-2019,20,280,240,1112,19690408-0009
I-585,4,2018-2019,50,280,360,1034,19570615-0011
I-586,3,2018-2019,60,260,360,1271,19560612-0010
I-587,2,2018-2019,40,240,200,1195,19600814-0002
I-588,2,2018-2019,40,280,300,1179,19690408-0009
I-589,1,2018-2019,40,260,240,1174,19690408-0009
I-590,2,2018-2019,40,240,200,1092,19580218-0007
I-591,4,2019-2020,40,260,280,1264,19620424-0026
I-592,1,2019-2020,50,280,240,1229,19560612-0010
I-593,4,2019-2020,60,240,240,1261,19690408-0009
I-594,1,2019-2020,40,260,360,1233,19690513-0015
I-595,3,2019-2020,40,280,420,1225,19630126-0001
I-596,4,2019-2020,20,280,300,1033,19611219-0014
I-597,3,2019-2020,60,240,200,1223,19620522-0023
I-598,3,2019-2020,50,260,200,1078,19640414-0013
I-599,3,2019-2020,60,260,300,1050,19690408-0009
I-600,4,2019-2020,50,260,420,1036,19640220-0029
I-601,4,2019-2020,20,260,200,1014,19570828-0008
I-602,3,2020-2021,60,260,240,1275,19690408-0009
I-603,2,2020-2021,40,280,420,1178,19600905-0003
I-604,3,2020-2021,60,280,240,1083,19640414-0013
I-605,3,2020-2021,20,260,300,1014,19570615-0011
I-606,4,2020-2021,60,240,420,1256,19580515-0017
I-607,3,2020-2021,40,260,280,1242,19600529-0021
I-608,4,2020-2021,50,260,360,1213,19620831-0024
I-609,4,2020-2021,20,280,420,1165,19630126-0001
I-610,3,2020-2021,60,240,420,1085,19600529-0021
I-611,4,2020-2021,60,260,280,1062,19640220-0029
I-612,4,2021-2022,50,280,280,1095,19580218-0007
I-613,4,2021-2022,60,280,420,1168,19590129-0004
I-614,2,2021-2022,20,260,280,1025,19690513-0015
I-615,3,2021-2022,40,260,300,1274,19620522-0023
I-616,4,2021-2022,50,240,360,1267,19590129-0004
I-617,4,2021-2022,60,240,240,1172,19600905-0003
I-618,1,2021-2022,40,260,360,1021,19690917-0022
I-619,1,2021-2022,60,280,300,1018,19690917-0022
I-620,4,2022-2023,50,280,200,1085,19660630-0020
I-621,1,2022-2023,40,260,240,1254,19620424-0026
I-622,3,2022-2023,50,260,280,1230,19690917-0022
I-623,1,2022-2023,40,240,240,1174,19690917-0022
I-624,4,2022-2023,50,260,240,1261,19600905-0003
I-625,3,2022-2023,60,280,360,1235,19600905-0003
I-626,3,2022-2023,20,240,360,1197,19690513-0015
I-627,1,2022-2023,60,280,280,1187,19660630-0020
I-628,1,2022-2023,20,280,200,1024,19610918-0027
I-629,1,2022-2023,20,280,240,1016,19630126-0001
I-630,4,2023-2024,60,260,300,1138,19680712-0028
I-631,4,2023-2024,60,240,240,1115,19620831-0024
I-632,1,2023-2024,40,240,360,1242,19561222-0030
I-633,4,2023-2024,60,280,420,1081,19560812-0016
I-634,2,2023-2024,20,280,280,1043,19560705-0025
I-635,4,2023-2024,60,280,420,1298,19560612-0010
I-636,4,2023-2024,50,240,300,1278,19561222-0030
I-637,4,2023-2024,50,260,240,1263,19650303-0019
I-638,1,2023-2024,40,240,200,1141,19580218-0007
I-639,2,2023-2024,20,260,300,1118,19610623-0005
I-640,2,2013-2014,50,280,300,1149,19590129-0004
I-641,3,2013-2014,40,280,200,1147,19561222-0030
I-642,1,2013-2014,40,240,300,1187,19570828-0008
I-643,2,2013-2014,20,280,240,1179,19620831-0024
I-644,3,2013-2014,50,260,200,1173,19620522-0023
I-645,3,2013-2014,50,240,360,1100,19580515-0017
I-646,2,2013-2014,60,260,240,1253,19680712-0028
I-647,1,2013-2014,40,260,280,1231,19610620-0006
I-648,3,2013-2014,60,260,200,1202,19620522-0023
I-649,2,2013-2014,20,260,200,1200,19640220-0029
I-650,4,2013-2014,40,240,300,1181,19690917-0022
I-651,1,2013-2014,60,260,240,1091,19570826-0012
I-652,3,2014-2015,40,280,360,1158,19611219-0014
I-653,4,2014-2015,50,240,280,1037,19590129-0004
I-654,3,2014-2015,60,260,420,1162,19630126-0001
I-655,4,2014-2015,40,280,420,1081,19640220-0029
I-656,1,2014-2015,50,240,420,1075,19690917-0022
I-657,1,2014-2015,50,280,420,1049,19690408-0009
I-658,4,2014-2015,40,240,300,1263,19640220-0029
I-659,1,2014-2015,50,260,360,1207,19640414-0013
I-660,3,2014-2015,20,280,360,1108,19570615-0011
I-661,2,2014-2015,40,280,200,1080,19560612-0010
I-662,2,2014-2015,50,280,300,1054,19560705-0025
I-663,2,2014-2015,60,280,240,1051,19601021-0018
I-664,2,2015-2016,20,280,300,1146,19620424-0026
I-665,2,2015-2016,50,280,300,1246,19601021-0018
I-666,3,2015-2016,20,240,300,1098,19640414-0013
I-667,2,2015-2016,60,240,420,1097,19600814-0002
I-668,4,2015-2016,20,280,200,1207,19660630-0020
I-669,1,2015-2016,60,240,240,1206,19570828-0008
I-670,4,2015-2016,60,280,240,1189,19580218-0007
I-671,4,2015-2016,60,280,360,1161,19560812-0016
I-672,2,2015-2016,40,280,300,1129,19570826-0012
I-673,1,2015-2016,60,240,420,1090,19601021-0018
I-674,2,2016-2017,40,260,300,1209,19650303-0019
I-675,2,2016-2017,60,280,300,1050,19580218-0007
I-676,4,2016-2017,50,260,200,1240,19580515-0017
I-677,3,2016-2017,40,260,280,1137,19611219-0014
I-678,1,2016-2017,60,260,300,1134,19650303-0019
I-679,3,2016-2017,50,280,360,1039,19560812-0016
I-680,3,2016-2017,50,280,240,1281,19600814-0002
I-681,3,2016-2017,20,280,360,1265,19560812-0016
I-682,1,2016-2017,60,260,240,1156,19560612-0010
I-683,4,2016-2017,50,260,200,1060,19560705-0025
I-684,1,2016-2017,50,280,300,1037,19561222-0030
I-685,3,2017-2018,60,260,360,1292,19640414-0013
I-686,4,2017-2018,40,240,280,1257,19610620-0006
I-687,1,2017-2018,20,240,420,1250,19660630-0020
I-688,2,2017-2018,50,280,360,1293,19570615-0011
I-689,2,2017-2018,20,280,200,1247,19570828-0008
I-690,4,2017-2018,50,240,300,1073,19580515-0017
I-691,2,2017-2018,50,280,300,1019,19561222-0030
I-692,1,2018-2019,20,240,360,1297,19590129-0004
I-693,1,2018-2019,50,260,300,1078,19680712-0028
I-694,4,2018-2019,60,240,360,1086,19570828-0008
I-695,1,2018-2019,40,280,300,1003,19560705-0025
I-696,4,2018-2019,50,240,360,1294,19590129-0004
I-697,1,2018-2019,40,280,360,1215,19611219-0014
I-698,4,2018-2019,20,280,360,1120,19660630-0020
I-699,3,2018-2019,20,240,200,1042,19610918-0027
I-700,4,2019-2020,20,280,300,1139,19561222-0030
I-701,2,2019-2020,20,260,360,1270,19640220-0029
I-702,1,2019-2020,20,240,300,1198,19560812-0016
I-703,4,2019-2020,40,260,240,1164,19570826-0012
I-704,2,2019-2020,50,260,420,1273,19580515-0017
I-705,2,2019-2020,20,260,240,1105,19640414-0013
I-706,1,2019-2020,50,240,200,1070,19620522-0023
I-707,2,2019-2020,40,280,280,1042,19630126-0001
I-708,4,2019-2020,40,260,200,1031,19560705-0025
I-709,3,2020-2021,20,260,200,1106,19570826-0012
I-710,3,2020-2021,60,260,360,1160,19570826-0012
I-711,3,2020-2021,50,240,200,1091,19580218-0007
I-712,2,2020-2021,60,280,200,1062,19660630-0020
I-713,3,2020-2021,50,260,200,1265,19680712-0028
I-714,1,2020-2021,60,280,300,1175,19690513-0015
I-715,4,2020-2021,40,260,240,1142,19610620-0006
I-716,3,2020-2021,40,260,360,1077,19640220-0029
I-717,3,2020-2021,40,280,420,1012,19560612-0010
I-718,1,2021-2022,60,260,240,1231,19600529-0021
I-719,2,2021-2022,50,260,240,1026,19620831-0024
I-720,4,2021-2022,60,260,240,1274,19580515-0017
I-721,2,2021-2022,50,240,360,1260,19600814-0002
I-722,2,2021-2022,40,240,300,1039,19620831-0024
I-723,4,2021-2022,40,240,240,1029,19690513-0015
I-724,2,2021-2022,50,240,300,1279,19560705-0025
I-725,2,2021-2022,50,260,300,1155,19560705-0025
I-726,2,2021-2022,40,280,360,1137,19610620-0006
I-727,2,2021-2022,50,240,420,1089,19611219-0014
I-728,4,2021-2022,20,280,240,1074,19580218-0007
I-729,1,2021-2022,40,260,300,1010,19690408-0009
I-730,4,2022-2023,60,280,420,1071,19620424-0026
I-731,4,2022-2023,20,240,200,1076,19600814-0002
I-732,2,2022-2023,50,280,280,1044,19600814-0002
I-733,2,2022-2023,40,240,300,1009,19680712-0028
I-734,3,2022-2023,50,240,420,1270,19640220-0029
I-735,4,2022-2023,20,280,200,1197,19570826-0012
I-736,4,2022-2023,60,260,280,1155,19600529-0021
I-737,1,2022-2023,50,280,300,1152,19570826-0012
I-738,1,2022-2023,40,280,420,1078,19610623-0005
I-739,1,2023-2024,60,260,360,1068,19610623-0005
I-740,1,2023-2024,50,240,420,1012,19580515-0017
I-741,1,2023-2024,50,240,300,1186,19640414-0013
I-742,2,2023-2024,50,260,200,1169,19660630-0020
I-743,2,2023-2024,60,260,360,1072,19690513-0015
I-744,3,2023-2024,20,260,280,1267,19650303-0019
I-745,2,2023-2024,20,280,240,1197,19600814-0002
I-746,1,2023-2024,40,260,280,1161,19600529-0021
I-747,1,2023-2024,40,280,280,1065,19640220-0029
I-748,2,2023-2024,20,280,360,1062,19580218-0007
I-749,1,2023-2024,20,240,200,1006,19620424-0026
I-750,1,2013-2014,50,240,300,1163,19620522-0023
I-751,2,2013-2014,40,260,240,1292,19690917-0022
I-752,1,2013-2014,50,280,360,1227,19650303-0019
I-753,1,2013-2014,50,260,300,1197,19690513-0015
I-754,1,2013-2014,40,280,200,1299,19690917-0022
I-755,4,2013-2014,50,280,420,1181,19680712-0028
I-756,4,2013-2014,60,280,360,1170,19560812-0016
I-757,2,2013-2014,50,260,240,1010,19680712-0028
I-758,4,2014-2015,60,240,360,1248,19690513-0015
I-759,1,2014-2015,60,260,240,1105,19650303-0019
I-760,3,2014-2015,20,260,240,1065,19601021-0018
I-761,4,2014-2015,20,280,240,1043,19620424-0026
I-762,3,2014-2015,20,280,300,1008,19610918-0027
I-763,2,2014-2015,20,280,240,1218,19580218-0007
I-764,2,2014-2015,20,280,240,1217,19690513-0015
I-765,1,2014-2015,40,240,240,1208,19610918-0027
I-766,1,2014-2015,50,260,360,1037,19560612-0010
I-767,4,2015-2016,50,260,240,1291,19611219-0014
I-768,2,2015-2016,40,280,300,1208,19560812-0016
I-769,1,2015-2016,60,280,200,1287,19561222-0030
I-770,4,2015-2016,40,280,360,1066,19690917-0022
I-771,3,2015-2016,50,260,280,1279,19560705-0025
I-772,4,2015-2016,60,280,240,1153,19690917-0022
I-773,1,2015-2016,20,280,360,1110,19590129-0004
I-774,3,2015-2016,60,240,420,1108,19600905-0003
I-775,1,2015-2016,50,260,420,1080,19660630-0020
I-776,4,2015-2016,20,280,360,1054,19690513-0015
I-777,4,2016-2017,20,280,280,1265,19570615-0011
I-778,3,2016-2017,60,260,200,1222,19620424-0026
I-779,4,2016-2017,20,280,420,1067,19600529-0021
I-780,3,2016-2017,50,240,300,1038,19600905-0003
I-781,2,2016-2017,50,240,360,1006,19610623-0005
I-782,2,2016-2017,60,240,360,1185,19620424-0026
I-783,4,2016-2017,40,240,420,1173,19640220-0029
I-784,3,2016-2017,40,280,240,1095,19620522-0023
I-785,1,2016-2017,60,280,300,1083,19650303-0019
I-786,3,2016-2017,60,240,280,1066,19630126-0001
I-787,1,2016-2017,20,280,240,1025,19600814-0002
I-788,3,2017-2018,40,260,240,1101,19690513-0015
I-789,2,2017-2018,50,240,360,1239,19640220-0029
I-790,3,2017-2018,40,240,300,1102,19570615-0011
I-791,3,2017-2018,40,260,240,1100,19660630-0020
I-792,2,2017-2018,60,280,420,1238,19561222-0030
I-793,4,2017-2018,60,260,280,1128,19690513-0015
I-794,4,2017-2018,60,280,360,1125,19650303-0019
I-795,1,2017-2018,60,260,200,1119,19610620-0006
I-796,1,2018-2019,50,280,360,1142,19610623-0005
I-797,3,2018-2019,40,240,240,1218,19690408-0009
I-798,1,2018-2019,60,280,240,1145,19580218-0007
I-799,3,2018-2019,60,240,360,1135,19610620-0006
I-800,4,2018-2019,20,240,200,1117,19560612-0010
I-801,1,2018-2019,20,280,280,1199,19570615-0011
I-802,2,2018-2019,20,240,420,1172,19590129-0004
I-803,2,2018-2019,60,280,280,1092,19561222-0030
I-804,3,2018-2019,20,260,280,1090,19610918-0027
I-805,4,2018-2019,20,240,240,1041,19640220-0029
I-806,2,2018-2019,40,260,200,1028,19620424-0026
I-807,3,2019-2020,40,280,420,1009,19610918-0027
I-808,1,2019-2020,40,240,240,1285,19690513-0015
I-809,2,2019-2020,50,240,280,1004,19630126-0001
I-810,3,2019-2020,20,240,300,1186,19610620-0006
I-811,2,2019-2020,20,240,240,1176,19570826-0012
I-812,3,2019-2020,60,260,200,1141,19620522-0023
I-813,3,2019-2020,20,260,200,1127,19610623-0005
I-814,3,2019-2020,60,240,300,1105,19580218-0007
I-815,2,2020-2021,60,280,280,1249,19590129-0004
I-816,3,2020-2021,40,260,300,1013,19580218-0007
I-817,1,2020-2021,50,260,200,1226,19610623-0005
I-818,3,2020-2021,20,240,300,1104,19620424-0026
I-819,4,2020-2021,60,260,280,1094,19561222-0030
I-820,4,2020-2021,20,280,240,1032,19620831-0024
I-821,3,2020-2021,50,240,240,1266,19640220-0029
I-822,1,2020-2021,50,260,420,1245,19690513-0015
I-823,1,2020-2021,50,260,240,1212,19620522-0023
I-824,4,2020-2021,60,260,280,1201,19690408-0009
I-825,4,2020-2021,50,240,360,1184,19561222-0030
I-826,1,2020-2021,40,240,280,1121,19640220-0029
I-827,3,2021-2022,40,260,360,1284,19660630-0020
I-828,3,2021-2022,50,280,420,1173,19610623-0005
I-829,4,2021-2022,50,240,360,1162,19560705-0025
I-830,2,2021-2022,60,280,420,1111,19570615-0011
I-831,4,2021-2022,20,240,240,1107,19630126-0001
I-832,1,2021-2022,40,240,280,1183,19580515-0017
I-833,3,2021-2022,20,240,420,1168,19610623-0005
I-834,1,2021-2022,50,240,420,1120,19601021-0018
I-835,1,2021-2022,40,260,300,1075,19620424-0026
I-836,2,2022-2023,20,260,360,1035,19561222-0030
I-837,1,2022-2023,20,260,420,1233,19640220-0029
I-838,1,2022-2023,40,260,300,1213,19660630-0020
I-839,3,2022-2023,60,240,200,1212,19610623-0005
I-840,2,2022-2023,40,260,420,1109,19610918-0027
I-841,2,2022-2023,20,240,240,1054,19640220-0029
I-842,1,2022-2023,50,280,420,1012,19600814-0002
I-843,1,2023-2024,20,260,420,1293,19620522-0023
I-844,2,2023-2024,60,280,280,1269,19610918-0027
I-845,1,2023-2024,50,280,240,1206,19590129-0004
I-846,2,2023-2024,20,240,240,1005,19560812-0016
I-847,2,2023-2024,60,260,300,1229,19560705-0025
I-848,1,2023-2024,20,260,420,1212,19630126-0001
I-849,3,2023-2024,20,280,200,1141,19660630-0020
I-850,1,2023-2024,20,260,360,1109,19600814-0002
I-851,4,2013-2014,50,260,240,1248,19690513-0015
I-852,3,2013-2014,40,260,240,1004,19620424-0026
I-853,3,2013-2014,20,260,240,1275,19560812-0016
I-854,1,2013-2014,50,280,240,1236,19640220-0029
I-855,3,2013-2014,40,260,300,1158,19660630-0020
I-856,1,2013-2014,40,260,360,1297,19640220-0029
I-857,3,2013-2014,50,280,280,1195,19590129-0004
I-858,4,2013-2014,20,260,420,1192,19600905-0003
I-859,1,2013-2014,60,240,300,1042,19611219-0014
I-860,3,2013-2014,20,260,300,1009,19640414-0013
I-861,1,2014-2015,40,260,360,1264,19640220-0029
I-862,2,2014-2015,20,260,420,1118,19690408-0009
I-863,4,2014-2015,50,280,420,1201,19680712-0028
I-864,3,2014-2015,60,260,240,1183,19680712-0028
I-865,2,2014-2015,20,260,240,1030,19690513-0015
I-866,4,2014-2015,40,260,360,1239,19690408-0009
I-867,1,2014-2015,50,260,300,1160,19600814-0002
I-868,1,2014-2015,40,240,300,1039,19610620-0006
I-869,3,2014-2015,20,280,420,1005,19560612-0010
I-870,4,2015-2016,40,280,420,1201,19640220-0029
I-871,1,2015-2016,40,260,300,1061,19620831-0024
I-872,1,2015-2016,40,260,420,1265,19680712-0028
I-873,1,2015-2016,60,280,360,1223,19561222-0030
I-874,2,2015-2016,60,240,200,1194,19690513-0015
I-875,2,2015-2016,50,260,360,1149,19620522-0023
I-876,2,2015-2016,60,240,300,1266,19560705-0025
I-877,4,2015-2016,50,280,240,1206,19650303-0019
I-878,2,2015-2016,40,240,360,1144,19640414-0013
I-879,2,2015-2016,50,280,200,1128,19660630-0020
I-880,2,2016-2017,60,260,280,1121,19601021-0018
I-881,4,2016-2017,50,280,300,1230,19690917-0022
I-882,3,2016-2017,50,240,280,1111,19600814-0002
I-883,2,2016-2017,60,280,280,1095,19610623-0005
I-884,3,2016-2017,60,260,300,1284,19690513-0015
I-885,1,2016-2017,20,240,240,1243,19610623-0005
I-886,1,2016-2017,40,240,240,1225,19690917-0022
I-887,3,2016-2017,60,280,300,1223,19570826-0012
I-888,1,2016-2017,50,240,200,1221,19561222-0030
I-889,4,2016-2017,20,280,420,1089,19690408-0009
I-890,1,2017-2018,40,240,300,1233,19680712-0028
I-891,3,2017-2018,50,260,280,1175,19660630-0020
I-892,2,2017-2018,40,260,420,1229,19560705-0025
I-893,1,2017-2018,60,280,300,1082,19600905-0003
I-894,1,2017-2018,50,240,280,1275,19580515-0017
I-895,3,2017-2018,60,280,420,1085,19580515-0017
I-896,1,2017-2018,50,260,280,1083,19600529-0021
I-897,2,2017-2018,60,280,300,1045,19640220-0029
I-898,4,2018-2019,60,240,420,1063,19610918-0027
I-899,4,2018-2019,40,260,200,1256,19620424-0026
I-900,2,2018-2019,60,280,240,1064,19611219-0014
I-901,2,2018-2019,50,240,280,1260,19611219-0014
I-902,1,2018-2019,60,280,200,1248,19620424-0026
I-903,2,2018-2019,40,280,420,1145,19660630-0020
I-904,4,2018-2019,40,260,240,1072,19570615-0011
I-905,1,2019-2020,50,240,360,1225,19570615-0011
I-906,3,2019-2020,20,240,200,1078,19680712-0028
I-907,3,2019-2020,50,240,420,1233,19560812-0016
I-908,4,2019-2020,20,280,280,1204,19620831-0024
I-909,2,2019-2020,20,280,240,1122,19620831-0024
I-910,3,2019-2020,60,260,200,1198,19610623-0005
I-911,4,2019-2020,20,260,420,1187,19620424-0026
I-912,2,2019-2020,50,240,200,1168,19610623-0005
I-913,1,2019-2020,50,260,200,1091,19570828-0008
I-914,3,2019-2020,40,260,200,1010,19560705-0025
I-915,2,2020-2021,40,240,200,1248,19690917-0022
I-916,1,2020-2021,20,280,240,1030,19620522-0023
I-917,1,2020-2021,50,280,360,1238,19690513-0015
I-918,1,2020-2021,40,240,360,1017,19680712-0028
I-919,4,2020-2021,40,240,280,1282,19561222-0030
