HourId,assignedHours,ReportedHours,assignedBy,reportedBy
WH734,280,262,I-296,19680712-0028
WH735,140,152,I-296,19780815-0047
WH736,280,275,I-297,19620522-0023
WH737,140,139,I-297,19750705-0033
WH738,120,109,I-297,19910327-0096
WH739,260,260,I-298,19680712-0028
WH740,120,117,I-298,19750906-0032
WH741,260,245,I-299,19580515-0017
WH742,100,107,I-299,19771013-0040
WH743,100,106,I-299,19930228-0086
WH744,260,266,I-300,19570615-0011
WH745,100,118,I-300,19781217-0053
WH746,260,241,I-301,19601021-0018
WH747,120,135,I-301,19781125-0031
WH748,140,124,I-301,19931231-0099
WH749,240,251,I-302,19600529-0021
WH750,140,141,I-302,19781125-0031
WH751,100,88,I-302,19910206-0081
WH752,280,270,I-303,19640220-0029
WH753,120,104,I-303,19750122-0056
WH754,260,255,I-304,19680712-0028
WH755,140,133,I-304,19760108-0050
WH756,140,124,I-304,19900801-0130
WH757,260,261,I-305,19620831-0024
WH758,100,89,I-305,19750722-0060
WH759,120,100,I-305,19910404-0102
WH760,280,292,I-306,19650303-0019
WH761,100,118,I-306,19790708-0041
WH762,260,259,I-307,19570615-0011
WH763,140,147,I-307,19790717-0045
WH764,100,99,I-307,19910822-0122
WH765,240,233,I-308,19560705-0025
WH766,100,84,I-308,19790618-0048
WH767,100,85,I-308,19900616-0124
WH768,260,259,I-309,19620831-0024
WH769,120,119,I-309,19790708-0041
WH770,100,83,I-309,19900317-0083
WH771,240,240,I-310,19600814-0002
WH772,100,94,I-310,19790708-0041
WH773,240,226,I-311,19610918-0027
WH774,140,125,I-311,19770713-0042
WH775,100,105,I-311,19930221-0139
WH776,240,251,I-312,19590129-0004
WH777,140,156,I-312,19790708-0041
WH778,240,252,I-313,19560705-0025
WH779,140,160,I-313,19780815-0047
WH780,240,255,I-314,19680712-0028
WH781,140,140,I-314,19790717-0045
WH782,240,260,I-315,19600814-0002
WH783,140,156,I-315,19750331-0036
WH784,140,143,I-315,19900701-0138
WH785,260,268,I-316,19690513-0015
WH786,120,109,I-316,19781125-0031
WH787,260,255,I-317,19620522-0023
WH788,120,122,I-317,19761020-0044
WH789,280,293,I-318,19580515-0017
WH790,140,160,I-318,19760108-0050
WH791,240,241,I-319,19590129-0004
WH792,140,129,I-319,19790618-0048
WH793,140,147,I-319,19911116-0069
WH794,280,281,I-320,19600529-0021
WH795,100,105,I-320,19780317-0052
WH796,100,109,I-320,19900317-0083
WH797,240,234,I-321,19560812-0016
WH798,120,127,I-321,19790618-0048
WH799,260,273,I-322,19650303-0019
WH800,100,88,I-322,19761024-0034
WH801,260,269,I-323,19570828-0008
WH802,140,124,I-323,19780317-0052
WH803,240,245,I-324,19601021-0018
WH804,120,111,I-324,19780317-0052
WH805,120,102,I-324,19900119-0104
WH806,240,236,I-325,19660630-0020
WH807,140,122,I-325,19781217-0053
WH808,240,233,I-326,19570828-0008
WH809,120,101,I-326,19760108-0050
WH810,120,136,I-326,19900430-0112
WH811,280,300,I-327,19580515-0017
WH812,120,116,I-327,19761020-0044
WH813,240,253,I-328,19620424-0026
WH814,140,127,I-328,19790702-0038
WH815,100,81,I-328,19900511-0134
WH816,260,250,I-329,19580515-0017
WH817,120,129,I-329,19750417-0051
WH818,100,81,I-329,19910122-0077
WH819,240,250,I-330,19620831-0024
WH820,140,146,I-330,19750512-0043
WH821,100,118,I-330,19910927-0128
WH822,240,221,I-331,19660630-0020
WH823,100,119,I-331,19780317-0052
WH824,120,137,I-331,19900909-0123
WH825,280,266,I-332,19570826-0012
WH826,100,108,I-332,19790708-0041
WH827,260,273,I-333,19611219-0014
WH828,120,107,I-333,19760108-0050
WH829,100,91,I-333,19910404-0102
WH830,280,291,I-334,19570615-0011
WH831,140,132,I-334,19790426-0049
WH832,260,248,I-335,19610620-0006
WH833,100,90,I-335,19750122-0056
WH834,240,256,I-336,19600529-0021
WH835,100,93,I-336,19790702-0038
WH836,140,125,I-336,19910404-0102
WH837,260,256,I-337,19600905-0003
WH838,100,114,I-337,19781130-0054
WH839,140,147,I-337,19900723-0126
WH840,240,245,I-338,19580515-0017
WH841,120,138,I-338,19790708-0041
WH842,280,290,I-339,19561222-0030
WH843,120,133,I-339,19750122-0056
WH844,280,271,I-340,19610623-0005
WH845,100,110,I-340,19750906-0032
WH846,100,102,I-340,19910921-0136
WH847,240,227,I-341,19561222-0030
WH848,140,147,I-341,19750417-0051
WH849,260,249,I-342,19680712-0028
WH850,120,120,I-342,19780317-0052
WH851,120,138,I-342,19910403-0103
WH852,260,245,I-343,19690917-0022
WH853,100,86,I-343,19780602-0035
WH854,260,246,I-344,19640414-0013
WH855,100,87,I-344,19750122-0056
WH856,120,118,I-344,19921208-0097
WH857,280,285,I-345,19560812-0016
WH858,100,104,I-345,19790618-0048
WH859,240,232,I-346,19570828-0008
WH860,120,124,I-346,19751018-0039
WH861,100,86,I-346,19920828-0070
WH862,240,231,I-347,19600529-0021
WH863,140,130,I-347,19770224-0058
WH864,280,264,I-348,19570615-0011
WH865,120,109,I-348,19780317-0052
WH866,240,235,I-349,19640414-0013
WH867,120,138,I-349,19760524-0046
WH868,260,269,I-350,19650303-0019
WH869,120,132,I-350,19780317-0052
WH870,120,140,I-350,19920316-0107
WH871,260,246,I-351,19611219-0014
WH872,100,116,I-351,19750417-0051
WH873,240,237,I-352,19610620-0006
WH874,120,108,I-352,19760524-0046
WH875,140,144,I-352,19930919-0137
WH876,280,289,I-353,19600905-0003
WH877,140,160,I-353,19790426-0049
WH878,100,112,I-353,19900307-0105
WH879,280,300,I-354,19690513-0015
WH880,140,148,I-354,19780815-0047
WH881,100,80,I-354,19930508-0061
WH882,240,238,I-355,19611219-0014
WH883,120,112,I-355,19750705-0033
WH884,120,118,I-355,19930906-0110
WH885,280,267,I-356,19570615-0011
WH886,140,126,I-356,19761020-0044
WH887,120,118,I-356,19910122-0077
WH888,280,265,I-357,19570615-0011
WH889,100,81,I-357,19750705-0033
WH890,140,148,I-357,19900201-0074
WH891,260,269,I-358,19560612-0010
WH892,140,155,I-358,19750906-0032
WH893,100,118,I-358,19900701-0138
WH894,280,278,I-359,19660630-0020
WH895,120,133,I-359,19780815-0047
WH896,280,284,I-360,19601021-0018
WH897,120,120,I-360,19750417-0051
WH898,240,232,I-361,19561222-0030
WH899,140,130,I-361,19760108-0050
WH900,260,273,I-362,19590129-0004
WH901,120,121,I-362,19761024-0034
WH902,140,140,I-362,19910820-0078
WH903,240,251,I-363,19610623-0005
WH904,120,139,I-363,19790618-0048
WH905,120,101,I-363,19900430-0112
WH906,260,257,I-364,19680712-0028
WH907,100,87,I-364,19790702-0038
WH908,120,131,I-364,19910421-0067
WH909,260,274,I-365,19600529-0021
WH910,140,156,I-365,19750220-0037
WH911,260,272,I-366,19620522-0023
WH912,100,111,I-366,19750417-0051
WH913,260,263,I-367,19640220-0029
WH914,120,106,I-367,19750122-0056
WH915,140,149,I-367,19920504-0093
WH916,240,252,I-368,19600905-0003
WH917,120,105,I-368,19790426-0049
WH918,140,123,I-368,19901219-0125
WH919,240,252,I-369,19610623-0005
WH920,140,158,I-369,19750705-0033
WH921,140,128,I-369,19930919-0137
WH922,260,277,I-370,19600905-0003
WH923,100,120,I-370,19781130-0054
WH924,120,136,I-370,19930508-0061
WH925,240,221,I-371,19650303-0019
WH926,140,137,I-371,19750102-0059
WH927,100,103,I-371,19901029-0071
WH928,240,234,I-372,19690917-0022
WH929,140,154,I-372,19750122-0056
WH930,280,297,I-373,19610620-0006
WH931,140,149,I-373,19780317-0052
WH932,280,277,I-374,19630126-0001
WH933,140,139,I-374,19760108-0050
WH934,120,110,I-374,19910404-0102
WH935,280,294,I-375,19610623-0005
WH936,100,103,I-375,19761009-0055
WH937,240,229,I-376,19610918-0027
WH938,100,82,I-376,19780602-0035
WH939,280,297,I-377,19660630-0020
WH940,140,140,I-377,19761009-0055
WH941,240,250,I-378,19560612-0010
WH942,100,84,I-378,19781217-0053
WH943,140,156,I-378,19900307-0105
WH944,260,250,I-379,19560705-0025
WH945,120,104,I-379,19790702-0038
WH946,140,137,I-379,19920505-0115
WH947,260,242,I-380,19650303-0019
WH948,140,140,I-380,19760108-0050
WH949,260,275,I-381,19590129-0004
WH950,120,112,I-381,19790618-0048
WH951,260,248,I-382,19650303-0019
WH952,140,136,I-382,19781217-0053
WH953,120,133,I-382,19900307-0105
WH954,260,259,I-383,19570615-0011
WH955,100,91,I-383,19750722-0060
WH956,280,299,I-384,19600814-0002
WH957,120,117,I-384,19750331-0036
WH958,120,105,I-384,19900909-0123
WH959,280,263,I-385,19640220-0029
WH960,140,137,I-385,19781130-0054
WH961,140,123,I-385,19900520-0063
WH962,280,280,I-386,19640414-0013
WH963,100,103,I-386,19750722-0060
WH964,280,278,I-387,19690917-0022
WH965,120,127,I-387,19770224-0058
WH966,260,248,I-388,19690917-0022
WH967,100,116,I-388,19780815-0047
WH968,240,245,I-389,19610918-0027
WH969,140,131,I-389,19750331-0036
WH970,120,128,I-389,19920122-0065
WH971,260,244,I-390,19570615-0011
WH972,120,138,I-390,19781217-0053
WH973,260,256,I-391,19600529-0021
WH974,120,102,I-391,19761009-0055
WH975,100,87,I-391,19910820-0078
WH976,280,263,I-392,19570826-0012
WH977,100,110,I-392,19781125-0031
WH978,100,95,I-392,19920826-0088
WH979,260,252,I-393,19620522-0023
WH980,100,102,I-393,19750722-0060
WH981,100,118,I-393,19900520-0063
WH982,260,266,I-394,19690513-0015
WH983,140,122,I-394,19750122-0056
WH984,120,107,I-394,19921127-0120
WH985,260,272,I-395,19610620-0006
WH986,120,124,I-395,19770224-0058
WH987,280,294,I-396,19620522-0023
WH988,140,131,I-396,19750331-0036
WH989,120,106,I-396,19931118-0062
WH990,240,224,I-397,19690917-0022
WH991,140,136,I-397,19760108-0050
WH992,100,113,I-397,19900701-0138
WH993,260,242,I-398,19640220-0029
WH994,140,150,I-398,19790708-0041
WH995,280,269,I-399,19570828-0008
WH996,100,115,I-399,19790717-0045
WH997,280,294,I-400,19611219-0014
WH998,120,135,I-400,19750705-0033
WH999,140,138,I-400,19920206-0072
WH1000,280,271,I-401,19620424-0026
WH1001,100,105,I-401,19790702-0038
WH1002,140,125,I-401,19900801-0130
WH1003,280,274,I-402,19560612-0010
WH1004,120,124,I-402,19781130-0054
WH1005,260,251,I-403,19611219-0014
WH1006,120,119,I-403,19790702-0038
WH1007,240,224,I-404,19630126-0001
WH1008,140,123,I-404,19790708-0041
WH1009,120,104,I-404,19900818-0116
WH1010,240,228,I-405,19560612-0010
WH1011,120,115,I-405,19790717-0045
WH1012,100,118,I-405,19900426-0089
WH1013,280,283,I-406,19580218-0007
WH1014,100,87,I-406,19761020-0044
WH1015,260,266,I-407,19640220-0029
WH1016,140,128,I-407,19761009-0055
WH1017,260,258,I-408,19600905-0003
WH1018,140,120,I-408,19790426-0049
WH1019,240,246,I-409,19610620-0006
WH1020,140,129,I-409,19790708-0041
WH1021,260,270,I-410,19560612-0010
WH1022,140,152,I-410,19750331-0036
WH1023,100,107,I-410,19900128-0095
WH1024,260,240,I-411,19610918-0027
WH1025,120,126,I-411,19780602-0035
WH1026,140,131,I-411,19900909-0123
WH1027,240,224,I-412,19600529-0021
WH1028,100,114,I-412,19760524-0046
WH1029,260,241,I-413,19690513-0015
WH1030,140,132,I-413,19750512-0043
WH1031,120,115,I-413,19900902-0090
WH1032,240,249,I-414,19630126-0001
WH1033,140,145,I-414,19750705-0033
WH1034,260,273,I-415,19620831-0024
WH1035,100,93,I-415,19750122-0056
WH1036,100,110,I-415,19911116-0069
WH1037,260,264,I-416,19640220-0029
WH1038,100,82,I-416,19750220-0037
WH1039,140,120,I-416,19931118-0062
WH1040,260,246,I-417,19611219-0014
WH1041,100,115,I-417,19761009-0055
WH1042,260,261,I-418,19620831-0024
WH1043,100,92,I-418,19780317-0052
WH1044,280,264,I-419,19600905-0003
WH1045,120,128,I-419,19750220-0037
WH1046,120,120,I-419,19920828-0070
WH1047,260,247,I-420,19580515-0017
WH1048,140,157,I-420,19761009-0055
WH1049,140,151,I-420,19910514-0068
WH1050,260,274,I-421,19600529-0021
WH1051,120,135,I-421,19750512-0043
WH1052,140,139,I-421,19900902-0114
WH1053,260,276,I-422,19680712-0028
WH1054,100,120,I-422,19751018-0039
WH1055,100,114,I-422,19930221-0139
WH1056,240,242,I-423,19570828-0008
WH1057,120,103,I-423,19790702-0038
WH1058,100,80,I-423,19930709-0100
WH1059,280,286,I-424,19601021-0018
WH1060,140,153,I-424,19750102-0059
WH1061,120,105,I-424,19921208-0097
WH1062,280,261,I-425,19680712-0028
WH1063,120,108,I-425,19750417-0051
WH1064,140,150,I-425,19920917-0109
WH1065,260,263,I-426,19680712-0028
WH1066,140,121,I-426,19770713-0042
WH1067,120,106,I-426,19910817-0092
WH1068,260,268,I-427,19570615-0011
WH1069,100,105,I-427,19750722-0060
WH1070,280,300,I-428,19560612-0010
WH1071,140,153,I-428,19750705-0033
WH1072,100,117,I-428,19910817-0092
WH1073,240,228,I-429,19680712-0028
WH1074,100,83,I-429,19750331-0036
WH1075,100,111,I-429,19901002-0085
WH1076,260,274,I-430,19690917-0022
WH1077,140,138,I-430,19790717-0045
WH1078,280,279,I-431,19650303-0019
WH1079,120,100,I-431,19761009-0055
WH1080,280,271,I-432,19611219-0014
WH1081,100,109,I-432,19761020-0044
WH1082,240,246,I-433,19560705-0025
WH1083,140,129,I-433,19781125-0031
WH1084,100,112,I-433,19920226-0075
WH1085,260,267,I-434,19570826-0012
WH1086,100,116,I-434,19750722-0060
WH1087,100,89,I-434,19910820-0078
WH1088,260,262,I-435,19570826-0012
WH1089,120,120,I-435,19790702-0038
WH1090,240,220,I-436,19601021-0018
WH1091,120,116,I-436,19770224-0058
WH1092,120,130,I-436,19930228-0086
WH1093,280,267,I-437,19680712-0028
WH1094,120,126,I-437,19770713-0042
WH1095,120,139,I-437,19910403-0131
WH1096,260,253,I-438,19560612-0010
WH1097,100,103,I-438,19770713-0042
WH1098,280,294,I-439,19611219-0014
WH1099,140,160,I-439,19761020-0044
WH1100,100,81,I-439,19900818-0116
WH1101,240,252,I-440,19611219-0014
WH1102,120,140,I-440,19750722-0060
WH1103,120,106,I-440,19920316-0107
WH1104,240,221,I-441,19690513-0015
WH1105,140,157,I-441,19790426-0049
WH1106,280,282,I-442,19620522-0023
WH1107,140,151,I-442,19750512-0043
WH1108,100,98,I-442,19900909-0123
WH1109,260,275,I-443,19660630-0020
WH1110,140,141,I-443,19750722-0060
WH1111,280,265,I-444,19601021-0018
WH1112,100,116,I-444,19790708-0041
WH1113,260,280,I-445,19611219-0014
WH1114,100,92,I-445,19790618-0048
WH1115,260,253,I-446,19570828-0008
WH1116,100,92,I-446,19770224-0058
WH1117,240,234,I-447,19620424-0026
WH1118,100,85,I-447,19761024-0034
WH1119,120,101,I-447,19930302-0135
WH1120,260,240,I-448,19600814-0002
WH1121,120,112,I-448,19761024-0034
WH1122,140,142,I-448,19930829-0082
WH1123,240,234,I-449,19620831-0024
WH1124,140,144,I-449,19761009-0055
WH1125,280,284,I-450,19560812-0016
WH1126,140,159,I-450,19760524-0046
WH1127,100,91,I-450,19920217-0098
WH1128,280,261,I-451,19610623-0005
WH1129,100,117,I-451,19790717-0045
WH1130,280,286,I-452,19620831-0024
WH1131,100,87,I-452,19751018-0039
WH1132,280,272,I-453,19560812-0016
WH1133,140,142,I-453,19761024-0034
WH1134,260,260,I-454,19610620-0006
WH1135,120,133,I-454,19790717-0045
WH1136,120,114,I-454,19930326-0132
WH1137,280,273,I-455,19570826-0012
WH1138,100,82,I-455,19790426-0049
WH1139,280,295,I-456,19660630-0020
WH1140,140,160,I-456,19760108-0050
WH1141,240,228,I-457,19560705-0025
WH1142,120,127,I-457,19761009-0055
WH1143,240,247,I-458,19570826-0012
WH1144,100,107,I-458,19780317-0052
WH1145,260,277,I-459,19650303-0019
WH1146,100,84,I-459,19780602-0035
WH1147,240,237,I-460,19640414-0013
WH1148,140,155,I-460,19790717-0045
WH1149,260,248,I-461,19580515-0017
WH1150,120,117,I-461,19750220-0037
WH1151,240,227,I-462,19570828-0008
WH1152,100,94,I-462,19790426-0049
WH1153,240,260,I-463,19640220-0029
WH1154,100,118,I-463,19771013-0040
WH1155,120,109,I-463,19920206-0072
WH1156,280,261,I-464,19560612-0010
WH1157,100,113,I-464,19780424-0057
WH1158,260,279,I-465,19560705-0025
WH1159,120,105,I-465,19780424-0057
WH1160,120,122,I-465,19930906-0110
WH1161,280,261,I-466,19650303-0019
WH1162,120,127,I-466,19781125-0031
WH1163,100,102,I-466,19900317-0083
WH1164,260,258,I-467,19600905-0003
WH1165,100,91,I-467,19780424-0057
WH1166,280,268,I-468,19580515-0017
WH1167,100,94,I-468,19790618-0048
WH1168,120,109,I-468,19931203-0066
WH1169,280,293,I-469,19620424-0026
WH1170,100,104,I-469,19750122-0056
WH1171,260,243,I-470,19561222-0030
WH1172,100,109,I-470,19750705-0033
WH1173,260,261,I-471,19570615-0011
WH1174,120,103,I-471,19780317-0052
WH1175,280,281,I-472,19600905-0003
WH1176,120,140,I-472,19780602-0035
WH1177,280,290,I-473,19690513-0015
WH1178,140,130,I-473,19750512-0043
WH1179,100,111,I-473,19910822-0122
WH1180,280,262,I-474,19620522-0023
WH1181,100,83,I-474,19750331-0036
WH1182,260,241,I-475,19620831-0024
WH1183,140,155,I-475,19750122-0056
WH1184,100,80,I-475,19900616-0124
WH1185,240,255,I-476,19570615-0011
WH1186,140,123,I-476,19760524-0046
WH1187,140,157,I-476,19921123-0108
WH1188,280,286,I-477,19690917-0022
WH1189,100,118,I-477,19780602-0035
WH1190,140,142,I-477,19900902-0114
WH1191,280,300,I-478,19600814-0002
WH1192,140,147,I-478,19761020-0044
WH1193,280,272,I-479,19580515-0017
WH1194,100,98,I-479,19780317-0052
WH1195,240,240,I-480,19610918-0027
WH1196,140,142,I-480,19770713-0042
WH1197,120,104,I-480,19901011-0119
WH1198,260,279,I-481,19620831-0024
WH1199,120,123,I-481,19780317-0052
WH1200,280,261,I-482,19610623-0005
WH1201,100,105,I-482,19750417-0051
WH1202,140,131,I-482,19921123-0108
WH1203,280,277,I-483,19690917-0022
WH1204,140,125,I-483,19790426-0049
WH1205,240,256,I-484,19690513-0015
WH1206,140,132,I-484,19750331-0036
WH1207,240,234,I-485,19600529-0021
WH1208,140,133,I-485,19750220-0037
WH1209,140,133,I-485,19930414-0106
WH1210,260,255,I-486,19601021-0018
WH1211,140,120,I-486,19770224-0058
WH1212,280,296,I-487,19600905-0003
WH1213,120,102,I-487,19760524-0046
WH1214,100,102,I-487,19901219-0125
WH1215,240,243,I-488,19610620-0006
WH1216,140,142,I-488,19761024-0034
WH1217,100,116,I-488,19930512-0117
WH1218,260,269,I-489,19640220-0029
WH1219,140,158,I-489,19750220-0037
WH1220,140,131,I-489,19930906-0110
WH1221,240,242,I-490,19570826-0012
WH1222,120,109,I-490,19761009-0055
WH1223,120,102,I-490,19901219-0125
WH1224,240,229,I-491,19570615-0011
WH1225,120,109,I-491,19790702-0038
WH1226,260,269,I-492,19620831-0024
WH1227,100,94,I-492,19750122-0056
WH1228,140,158,I-492,19900426-0089
WH1229,240,232,I-493,19611219-0014
WH1230,140,125,I-493,19770224-0058
WH1231,120,136,I-493,19921123-0108
WH1232,240,245,I-494,19560705-0025
WH1233,140,123,I-494,19761009-0055
WH1234,100,98,I-494,19920505-0115
WH1235,280,290,I-495,19590129-0004
WH1236,100,107,I-495,19790618-0048
WH1237,120,102,I-495,19910514-0068
WH1238,260,255,I-496,19560612-0010
WH1239,140,125,I-496,19770713-0042
WH1240,240,229,I-497,19660630-0020
WH1241,140,134,I-497,19790702-0038
WH1242,100,115,I-497,19921201-0094
WH1243,260,274,I-498,19620424-0026
WH1244,140,139,I-498,19771013-0040
WH1245,240,234,I-499,19570828-0008
WH1246,140,137,I-499,19761024-0034
WH1247,140,144,I-499,19910327-0096
WH1248,280,285,I-500,19680712-0028
WH1249,140,120,I-500,19790717-0045
WH1250,140,126,I-500,19900801-0130
WH1251,240,222,I-501,19560812-0016
WH1252,120,120,I-501,19780317-0052
WH1253,100,94,I-501,19921127-0120
WH1254,240,223,I-502,19560705-0025
WH1255,100,115,I-502,19781125-0031
WH1256,240,255,I-503,19560812-0016
WH1257,100,105,I-503,19780424-0057
WH1258,240,232,I-504,19620424-0026
WH1259,120,125,I-504,19780815-0047
WH1260,120,111,I-504,19920826-0088
WH1261,260,242,I-505,19620522-0023
WH1262,100,92,I-505,19750102-0059
WH1263,280,289,I-506,19610620-0006
WH1264,120,140,I-506,19771013-0040
WH1265,140,121,I-506,19930228-0086
WH1266,260,242,I-507,19690513-0015
WH1267,100,110,I-507,19771013-0040
WH1268,240,242,I-508,19640220-0029
WH1269,140,124,I-508,19761024-0034
WH1270,100,109,I-508,19901219-0125
WH1271,280,287,I-509,19640414-0013
WH1272,100,108,I-509,19750512-0043
WH1273,140,139,I-509,19900902-0090
WH1274,240,259,I-510,19650303-0019
WH1275,120,111,I-510,19790618-0048
WH1276,100,107,I-510,19910214-0084
WH1277,240,226,I-511,19560612-0010
WH1278,100,95,I-511,19780424-0057
WH1279,280,299,I-512,19570826-0012
WH1280,140,128,I-512,19780317-0052
WH1281,280,284,I-513,19620424-0026
WH1282,100,81,I-513,19770713-0042
WH1283,260,246,I-514,19570615-0011
WH1284,140,141,I-514,19750122-0056
WH1285,100,112,I-514,19900211-0140
WH1286,280,267,I-515,19600905-0003
WH1287,100,94,I-515,19750102-0059
WH1288,140,141,I-515,19921002-0129
WH1289,280,269,I-516,19600814-0002
WH1290,100,97,I-516,19771013-0040
WH1291,100,97,I-516,19920122-0065
